Volcano_Number,Volcano_Name,Primary_Volcano_Type,Latitude,Longitude,Elevation
342160,"San Pedro, Laguna de",Maar of Suchitán,NULL,NULL,NULL
343060,"San Pedro, Lomas de",Dome of Ilopango,NULL,NULL,NULL
261020,Seulawah Agam,Stratovolcano,5.448,95.658,1810
268050,Todoko-Ranu,Caldera(s),1.25,127.47,979
357062,San Pedro-Tatara,Synonym of San Pedro-Pellado,NULL,NULL,NULL
261110,Sibualbuali,Stratovolcano,1.556,99.255,1819
341130,San Rafael,Caldera of Tacana,NULL,NULL,NULL
342130,"San Rafael, Cerro",Pyroclastic cone of Moyuta,NULL,NULL,NULL
344131,"San Rafael, Cerro",Pyroclastic cone of Estelí,NULL,NULL,NULL
345020,"San Roque, Cerro",Dome of Rincon de la Vieja,NULL,NULL,NULL
353090,San Salvador,Synonym of Santiago,NULL,NULL,NULL
211071,Pantelleria,Shield,36.77,12.02,836
343071,"San Sebastián, Cerro de",Pyroclastic cone of Apastepeque Field,NULL,NULL,NULL
341120,"Chichon, El",Lava dome(s),17.36,-93.228,1150
345020,San Vicente,Dome of Rincon de la Vieja,NULL,NULL,NULL
273050,San Vicente Spring,Hot Spring of Banahaw,NULL,NULL,NULL
343070,"San Vicente, Ausoles de","Synonym of Agua Agria, Ausoles de",NULL,NULL,NULL
211071,San Vito,Vent of Pantelleria,NULL,NULL,NULL
231090,Sana'a Volcanic FIeld,"Synonym of Arhab, Harra of",NULL,NULL,NULL
231090,Sana'a-Amran Volcanic Field,"Synonym of Arhab, Harra of",NULL,NULL,NULL
352090,Sanagay,Synonym of Sangay,NULL,NULL,NULL
341060,"Sanambo, Cerro",Shield volcano of Michoacan-Guanajuato,NULL,NULL,NULL
253060,Sanaroa Island,Cone of Dawson Strait Group,NULL,NULL,NULL
306040,Sanbangsan,Dome of Halla,NULL,NULL,NULL
283100,Myokosan,Stratovolcano,36.891,138.114,2454
283150,Sanbonyari,Stratovolcano of Nasudake,NULL,NULL,NULL
322110,Sand Butte,Cone of Newberry,NULL,NULL,NULL
322040,Sand Mountain Cones,Pyroclastic cone of Sand Mountain Field,NULL,NULL,NULL
345040,Poas,Stratovolcano,10.2,-84.233,2708
271030,Sandawa,Synonym of Apo,NULL,NULL,NULL
371050,Sandey,Tuff cone of Hengill,NULL,NULL,NULL
374801,Sandfell,Cone of Snaefell,NULL,NULL,NULL
371050,Sandfellsgigir,Crater Row of Hengill,NULL,NULL,NULL
371020,Sandfellshaed,Shield volcano of Reykjanes,NULL,NULL,NULL
371030,Sandfellsklofagigir,Crater Row of Krysuvik,NULL,NULL,NULL
263310,Sandsea,Caldera of Tengger Caldera,NULL,NULL,NULL
360030,Sandy Point Hill,Dome of Liamuiga,NULL,NULL,NULL
371090,Sanekollur,Dome of Hofsjokull,NULL,NULL,NULL
320030,"Sanford, Mount",Cone of Atlin Volcanic Field,NULL,NULL,NULL
352090,Sangai,Synonym of Sangay,NULL,NULL,NULL
326010,Soda Lakes,Maar(s),39.53,-118.87,1251
264040,Tambora,Stratovolcano,-8.25,118,2850
264050,Sangean Api,Synonym of Sangeang Api,NULL,NULL,NULL
344133,"Lajas, Las",Shield,12.3,-85.73,926
261111,"Sangga Rudang, Dolok",Dome of Lubukraya,NULL,NULL,NULL
263130,Sangiang Buruan,Crater of Guntur,NULL,NULL,NULL
263130,Sangiang Djarian,Synonym of Sangiang Jarian,NULL,NULL,NULL
263130,Sangiang Jarian,Crater of Guntur,NULL,NULL,NULL
263260,Sangiran,Crater of Lawu,NULL,NULL,NULL
271010,Sanguil,Synonym of Balut,NULL,NULL,NULL
271010,Sanguili,Synonym of Balut,NULL,NULL,NULL
306040,Sangumburi,Cone of Halla,NULL,NULL,NULL
305030,Sanjianshan,Synonym of Bijiashan,NULL,NULL,NULL
305050,Sanjiaolongwan,Maar of Longgang Group,NULL,NULL,NULL
282050,Sankakuten-yama,Synonym of Noikeyama,NULL,NULL,NULL
311370,Sannak,Synonym of Isanotski,NULL,NULL,NULL
283142,Sanno-Boshi,Dome of Omanago Group,NULL,NULL,NULL
283010,Sannohara-Kita,Cone of Izu-Tobu,NULL,NULL,NULL
283040,Sanno-ike,Crater of Ontakesan,NULL,NULL,NULL
283262,Sannomegata,Maar of Megata,NULL,NULL,NULL
268052,Hiri,Stratovolcano,0.9,127.32,630
283190,Sanpokojin-san,Stratovolcano of Zaozan [Zaosan],NULL,NULL,NULL
360120,Sans Nom,Dome of Pelée,NULL,NULL,NULL
284040,Sanshichi-yama,Fissure vent of Miyakejima,NULL,NULL,NULL
272040,Silay,Stratovolcano,10.77,123.23,1510
211030,Santa Angelo,Dome of Ischia,NULL,NULL,NULL
352050,Santa Barbara,Dome of Cotopaxi,NULL,NULL,NULL
382050,Santa Barbara,Stratovolcano of Terceira,NULL,NULL,NULL
383060,"Santa Catalina, Caldera de",Crater of Lanzarote,NULL,NULL,NULL
342160,Santa Catarina Mita,Synonym of Suchitan,NULL,NULL,NULL
344020,Santa Clara,Synonym of Casita,NULL,NULL,NULL
344040,Santa Clara,Stratovolcano of Telica,NULL,NULL,NULL
341001,Santa Clara,Shield volcano of Pinacate,NULL,NULL,NULL
341001,Santa Clara,Synonym of Pinacate,NULL,NULL,NULL
343071,"Santa Clara, Cerrito de",Pyroclastic cone of Apastepeque Field,NULL,NULL,NULL
345031,Tenorio,Stratovolcano(es),10.673,-85.015,1916
343081,Santa Elena,Cone of Usulután,NULL,NULL,NULL
342111,"Santa Elena, Cerrito de",Pyroclastic cone of Cuilapa-Barbarena,NULL,NULL,NULL
357070,"Santa Gertrudis, Volcán","Cone of Chillan, Nevados de",NULL,NULL,NULL
283031,Yokodake,Stratovolcano(es),36.087,138.32,2480
282120,Kujusan,Stratovolcano(es),33.086,131.249,1791
344111,"Santa Julia, Sierra",Dome of Zapatera,NULL,NULL,NULL
211003,Santa Luce,Cone of Vulsini,NULL,NULL,NULL
210030,"Santa Margarida, Volcà",Cone of Olot Volcanic Field,NULL,NULL,NULL
257020,Santa Maria,Synonym of Gaua,NULL,NULL,NULL
343140,"Zacate Grande, Isla",Stratovolcano,13.33,-87.63,640
345020,Santa María,Cone of Rincon de la Vieja,NULL,NULL,NULL
345030,Santa María,Stratovolcano of Miravalles,NULL,NULL,NULL
211003,Santa Maria Di Sala,Cone of Vulsini,NULL,NULL,NULL
357066,"Santa María, Volcán",Cone of Payun Matru,NULL,NULL,NULL
344080,Santa Matilde,"Pyroclastic cone of Pilas, Las",NULL,NULL,NULL
211030,Santa Michele,Crater of Ischia,NULL,NULL,NULL
211030,Santa Pancrazio,Dome of Ischia,NULL,NULL,NULL
343071,"Santa Rita, Cerro",Dome of Apastepeque Field,NULL,NULL,NULL
343051,"Santa Rita, Cerro","Pyroclastic cone of Cinotepeque, Cerro",NULL,NULL,NULL
273082,"Santa Rita, Mount",Cone of Natib,NULL,NULL,NULL
354004,Santa Rosa,Pyroclastic cone of Andahua-Orcopampa,NULL,NULL,NULL
341060,Santa Rosa,Maar of Michoacan-Guanajuato,NULL,NULL,NULL
234070,Santa Rosa Hill,Cone of Marion Island,NULL,NULL,NULL
272080,Santa Rosalina,Thermal of Biliran,NULL,NULL,NULL
341060,Santa Teresa,Pyroclastic cone of Michoacan-Guanajuato,NULL,NULL,NULL
211010,"Santa Teresa, Monte",Crater of Campi Flegrei,NULL,NULL,NULL
343071,Santa Ursula,Pit crater of Apastepeque Field,NULL,NULL,NULL
345060,Santabárbara Mortal de la Naturalez,Synonym of Irazu,NULL,NULL,NULL
211030,Sant'angelo,Dome of Ischia,NULL,NULL,NULL
211010,"Sant'Angelo, Monte",Cone of Campi Flegrei,NULL,NULL,NULL
351020,"Santano, Alto de","Dome of Ruiz, Nevado del",NULL,NULL,NULL
211071,"Sant'Elmo, Monte",Cone of Pantelleria,NULL,NULL,NULL
344100,Santiago,Crater of Masaya,NULL,NULL,NULL
263330,Iyang-Argapura,Complex,-7.97,113.57,3088
342030,Santiago,Synonym of Santiaguito,NULL,NULL,NULL
383030,Santiago,Fissure vent of Tenerife,NULL,NULL,NULL
341061,Santiago del Monte,Dome of Zitácuaro-Valle de Bravo,NULL,NULL,NULL
341060,"Santiago Volcanic Field, Valle de",Maar of Michoacan-Guanajuato,NULL,NULL,NULL
360080,"Diables, Morne aux",Lava dome(s),15.612,-61.43,861
343051,"Santiago, Cerro","Pyroclastic cone of Cinotepeque, Cerro",NULL,NULL,NULL
341080,"Santiago, Cerro el",Cone of Chichinautzin,NULL,NULL,NULL
341080,"Santiago, El Cerro de",Dome of Chichinautzin,NULL,NULL,NULL
382080,"Santiago, Lagoa de",Pumice ring of Sete Cidades,NULL,NULL,NULL
342030,Santiaguito,Dome of Santa Maria,NULL,NULL,NULL
383040,"Santidad, Montaña de",Pyroclastic cone of Gran Canaria,NULL,NULL,NULL
355093,"Santo Domingo, Cerro",Dome of Guayaques,NULL,NULL,NULL
353050,"Santo Tomas, Volcan","Synonym of Negra, Sierra",NULL,NULL,NULL
252060,Garua Harbour,Volcanic field,-5.3,150.07,565
382030,Sao Jorge,Synonym of San Jorge,NULL,NULL,NULL
382020,Sao Roque Peidade,Fissure vent of Pico,NULL,NULL,NULL
382080,"Sao Tiago, Lagoa de","Synonym of Santiago, Lagoa de",NULL,NULL,NULL
341060,Sapichu,Pyroclastic cone of Michoacan-Guanajuato,NULL,NULL,NULL
341060,"Sapien, Cerro",Pyroclastic cone of Michoacan-Guanajuato,NULL,NULL,NULL
221240,Sap'o,Synonym of Bora,NULL,NULL,NULL
351021,Santa Isabel,Shield,4.818,-75.365,4944
222170,Sarabwe,Cone of Kyejo,NULL,NULL,NULL
211050,"Saraceno, Monte",Cone of Vulcano,NULL,NULL,NULL
263260,Sarangan,Crater of Lawu,NULL,NULL,NULL
271010,Sarangani,Synonym of Balut,NULL,NULL,NULL
266070,Sarangsong,Thermal of Tondano Caldera,NULL,NULL,NULL
213010,Sari Gol,Crater of Erciyes Dagi,NULL,NULL,NULL
300100,Saria,Synonym of Avachinsky,NULL,NULL,NULL
311160,Sarichef,Stratovolcano of Atka,NULL,NULL,NULL
213010,Saridag,Cone of Erciyes Dagi,NULL,NULL,NULL
212040,Santorini,Shield(s),36.404,25.396,367
261251,Ranau,Caldera,-4.871,103.925,1854
290240,Sarnicheff,Synonym of Sarychev Peak,NULL,NULL,NULL
357153,Sarnoso,Stratovolcano of Antillanca Volcanic Complex,NULL,NULL,NULL
376010,Sarskrateret,Cone - Fissure of Jan Mayen,NULL,NULL,NULL
211010,Sartania,Crater of Campi Flegrei,NULL,NULL,NULL
283220,Saruana,Crater of Chokaisan,NULL,NULL,NULL
282100,Saruha-yama,Dome of Unzendake,NULL,NULL,NULL
283190,Sarukura-yama,Stratovolcano of Zaozan [Zaosan],NULL,NULL,NULL
311160,Sarutschew,Synonym of Sarichef,NULL,NULL,NULL
382050,Terceira,Stratovolcano(es),38.73,-27.32,1023
311160,Sarytchev,Synonym of Sarichef,NULL,NULL,NULL
290080,Sashiusu-dake,Synonym of Sashiusudake [Baransky],NULL,NULL,NULL
283271,Towada,Caldera,40.51,140.88,1011
290080,Sashiusudake [Baransky],Stratovolcano of Sashiusudake [Baransky],NULL,NULL,NULL
357061,"Saso, Volcán","Cone of Maule, Laguna del",NULL,NULL,NULL
331010,Sasquatch,Thermal of Endeavour Segment,NULL,NULL,NULL
344100,"Sastres, Las",Pyroclastic cone of Masaya,NULL,NULL,NULL
221080,Sat Agomara,Synonym of Erta Ale,NULL,NULL,NULL
263050,Satak,Synonym of Salak,NULL,NULL,NULL
344092,Satélite,Crater of Nejapa-Miraflores,NULL,NULL,NULL
282070,Satsuma-Fuji,Synonym of Kaimondake,NULL,NULL,NULL
282060,Satsuma-Iojima,Island - Caldera rim fragment of Kikai,NULL,NULL,NULL
282060,Satsuma-Iwo-jima,Synonym of Kikai,NULL,NULL,NULL
282070,Satuma-Huzi,Synonym of Kaimondake,NULL,NULL,NULL
343010,"Sauce, El",Thermal of Apaneca Range,NULL,NULL,NULL
320060,"Saucer, the",Cone of Edziza,NULL,NULL,NULL
231160,"Sauda, Harra es-","Synonym of Sawad, Harra Es-",NULL,NULL,NULL
244001,Sa'umane,Cone of Ta'u,NULL,NULL,NULL
283003,Oki-Dogo,Shield,36.176,133.334,151
233020,"Sauvetage, Piton","Pyroclastic cone of Fournaise, Piton de la",NULL,NULL,NULL
221180,Dofan,Shield,9.35,40.13,1151
244040,"Savai'i, Tafua",Tuff cone of Savai'i,NULL,NULL,NULL
232002,Savalan,Synonym of Sabalan,NULL,NULL,NULL
343010,"Savana, Volcán de la",Synonym of Cuyotepe,NULL,NULL,NULL
300180,Savich,Stratovolcano of Kikhpinych,NULL,NULL,NULL
284192,Savigan,Synonym of Sarigan,NULL,NULL,NULL
268040,Gamkonora,Stratovolcano,1.38,127.53,1635
283141,Nantaisan,Stratovolcano,36.765,139.491,2486
390130,Sawadowsky,Synonym of Zavodovski,NULL,NULL,NULL
285080,Sawan-Chisappu,Dome of Kussharo,NULL,NULL,NULL
285080,Sawan-Tisappu,Synonym of Sawan-Chisappu,NULL,NULL,NULL
285020,Sawara-dake,Synonym of Hokkaido-Komagatake,NULL,NULL,NULL
283030,Sawara-yama,Cone of Fujisan,NULL,NULL,NULL
321070,Sawtooth Mountain,Shield volcano of Indian Heaven,NULL,NULL,NULL
354004,"Sayhua, Cerro",Pyroclastic cone of Andahua-Orcopampa,NULL,NULL,NULL
382080,Scara,Pit crater of Sete Cidades,NULL,NULL,NULL
234010,Scarlet Hill,Cone of Heard,NULL,NULL,NULL
211030,Scarrupo,Cone of Ischia,NULL,NULL,NULL
211071,"Scauri, Cuddia di",Shield volcano of Pantelleria,NULL,NULL,NULL
360010,"Scenery, Mount",Dome of Saba,NULL,NULL,NULL
210010,Schalkenmehren,Maar of West Eifel Volcanic Field,NULL,NULL,NULL
259010,"Schank, Mount",Cone of Newer Volcanics Province,NULL,NULL,NULL
300230,Schapinskaia Sopka,Synonym of Kizimen,NULL,NULL,NULL
373070,Schildkrote,Synonym of Skjaldbaka,NULL,NULL,NULL
212030,Schinopi,Thermal of Mílos,NULL,NULL,NULL
300580,Schischel,Synonym of Shishel,NULL,NULL,NULL
300270,Schiwelutsch,Synonym of Sheveluch,NULL,NULL,NULL
252060,"Schleuther, Mount",Cone of Garua Harbour,NULL,NULL,NULL
214050,Samsari Volcanic Center,Lava cone(s),41.542,43.7,3290
323020,Schonchin Butte,Pyroclastic cone of Medicine Lake,NULL,NULL,NULL
321010,Schreibers Meadow Cone,Pyroclastic cone of Baker,NULL,NULL,NULL
300050,Schtjubelja,Synonym of Shtyubel' Crater,NULL,NULL,NULL
300230,Schtschapinskij,Synonym of Kizimen,NULL,NULL,NULL
241040,Schuberts Fairy,Former crater of Whakaari/White Island,NULL,NULL,NULL
300270,Schuvelutsch,Synonym of Sheveluch,NULL,NULL,NULL
211040,Sciara,Vent of Stromboli,NULL,NULL,NULL
211070,Scircca,Synonym of Ferdinandea,NULL,NULL,NULL
211071,"Sciuvechi, Cuddia",Shield volcano of Pantelleria,NULL,NULL,NULL
376010,Scott,Cone - Fissure of Jan Mayen,NULL,NULL,NULL
390010,Scott Cone,Cone of Buckle Island,NULL,NULL,NULL
322160,"Scott, Mount",Stratovolcano of Crater Lake,NULL,NULL,NULL
360110,Scotts Head,"Dome of Plat Pays, Morne",NULL,NULL,NULL
322160,Scout Hill,Cone of Crater Lake,NULL,NULL,NULL
382001,"Se, Pico da",Stratovolcano of Flores,NULL,NULL,NULL
283270,Iwakisan,Stratovolcano,40.656,140.303,1625
284191,Sealandia Bank,Synonym of Zealandia Bank,NULL,NULL,NULL
384010,Fogo,Stratovolcano,14.95,-24.35,2829
382080,Seara Cerrado de Ladeira,Pyroclastic cone of Sete Cidades,NULL,NULL,NULL
221010,"Sebain, Djebel","Synonym of Tair, Jebel at",NULL,NULL,NULL
382080,"Seca, Caldeira",Pumice ring of Sete Cidades,NULL,NULL,NULL
382001,"Seca, Caldeira",Crater of Flores,NULL,NULL,NULL
344080,"Seca, Laguna","Maar of Pilas, Las",NULL,NULL,NULL
344020,"Seca, Laguna",Crater of San Cristobal (Nicaragua),NULL,NULL,NULL
343020,"Seca, Laguna",Pit crater of Santa Ana,NULL,NULL,NULL
343071,"Seca, Laguna",Pit crater of Apastepeque Field,NULL,NULL,NULL
211041,Secca dei Pesci,Dome of Panarea,NULL,NULL,NULL
211030,Secca D'ischia,Cone of Ischia,NULL,NULL,NULL
320090,Second Canyon,Cone of Iskut-Unuk River Cones,NULL,NULL,NULL
263310,Sedaeng,Dome of Tengger Caldera,NULL,NULL,NULL
300520,Sedanka Dol,Synonym of Sedanka Lava Field,NULL,NULL,NULL
263180,Slamet,Stratovolcano,-7.242,109.208,3428
300260,Sedlo,Fissure vent of Klyuchevskoy,NULL,NULL,NULL
264030,Segara Anak,Caldera of Rinjani,NULL,NULL,NULL
264030,Segara Munjar,Crater of Rinjani,NULL,NULL,NULL
264030,Segara Muntjar,Synonym of Segara Munjar,NULL,NULL,NULL
263310,Segarawedi Kedul,Crater of Tengger Caldera,NULL,NULL,NULL
263310,Segarawedi Kidul,Synonym of Segarawedi Kedul,NULL,NULL,NULL
263310,Segarawedi Lor,Crater of Tengger Caldera,NULL,NULL,NULL
283010,Segehiki,Vent of Izu-Tobu,NULL,NULL,NULL
284050,Hachijojima,Stratovolcano(es),33.137,139.766,854
263210,Segoro Bandjaran,Synonym of Segoro Banjaran,NULL,NULL,NULL
263210,Segoro Banjaran,Crater of Sundoro,NULL,NULL,NULL
263210,Segoro Wedi,Crater of Sundoro,NULL,NULL,NULL
231060,"Khaybar, Harrat",Volcanic field,25,39.92,2093
271071,Malindang,Stratovolcano,8.22,123.63,2404
283010,Sekiguchi Group,Crater of Izu-Tobu,NULL,NULL,NULL
283010,Sekiguchigawa-Joryu,Vent of Izu-Tobu,NULL,NULL,NULL
341094,"Atlixcos, Los",Shield,19.809,-96.526,800
261260,Sekintjau Belirang,Synonym of Sekincau Belirang,NULL,NULL,NULL
283110,Sekison-zan,Dome of Asamayama,NULL,NULL,NULL
263060,Sela,Crater of Gede-Pangrango,NULL,NULL,NULL
261020,Selawajan,Synonym of Seulawah Agam,NULL,NULL,NULL
261020,Selawajanten,Synonym of Seulawah Agam,NULL,NULL,NULL
371060,Selholl North,Crater Row of Grimsnes,NULL,NULL,NULL
371060,Selholl South,Crater of Grimsnes,NULL,NULL,NULL
371030,Selhraunsgigir,Crater Row of Krysuvik,NULL,NULL,NULL
213010,Selimkartini,Cone of Erciyes Dagi,NULL,NULL,NULL
221020,Sella,Synonym of Saddle Island,NULL,NULL,NULL
211060,"Sella, Monti",Pyroclastic cone of Etna,NULL,NULL,NULL
372070,Selsundshraun North,Fissure vent of Hekla,NULL,NULL,NULL
372070,Selsundshraun South,Fissure vent of Hekla,NULL,NULL,NULL
211003,Selva Del Lamone,Cone of Vulsini,NULL,NULL,NULL
211030,Selva del Napolitano,Dome of Ischia,NULL,NULL,NULL
371050,Selvogsheidi,Shield volcano of Hengill,NULL,NULL,NULL
273080,"Sembrano, Mount",Stratovolcano of Laguna Caldera,NULL,NULL,NULL
263180,"Sembung, Gunung",Cone of Slamet,NULL,NULL,NULL
263300,Semeroe,Synonym of Semeru,NULL,NULL,NULL
244030,Upolu,Shield,-13.935,-171.72,1100
263330,Semeru,Cone of Iyang-Argapura,NULL,NULL,NULL
263330,Semeru,Crater - Cone of Iyang-Argapura,NULL,NULL,NULL
323020,Semi Crater,Crater of Medicine Lake,NULL,NULL,NULL
261251,"Seminung, Gunung",Stratovolcano of Ranau,NULL,NULL,NULL
382010,Fayal,Stratovolcano,38.6,-28.73,1043
300270,Semkarok,Dome of Sheveluch,NULL,NULL,NULL
263310,"Semongkrong, Gunung",Cone of Tengger Caldera,NULL,NULL,NULL
211003,"Semonte, Mount",Cone of Vulsini,NULL,NULL,NULL
282070,Sendayama,Dome of Ata,NULL,NULL,NULL
263210,Sendoro,Synonym of Sundoro,NULL,NULL,NULL
211010,"Senga, Monte",Cone of Campi Flegrei,NULL,NULL,NULL
222170,Sengereti,Cone of Kyejo,NULL,NULL,NULL
382100,"Senhora, Pica da",Cone of Furnas,NULL,NULL,NULL
283030,Sennin-zan,Synonym of Fujisan,NULL,NULL,NULL
283220,Sensumori,Dome of Chokaisan,NULL,NULL,NULL
322160,Sentinel Rock,Stratovolcano of Crater Lake,NULL,NULL,NULL
324020,"Sentinel, The",Pyroclastic cone of Craters of the Moon,NULL,NULL,NULL
306030,Seonginbong,Synonym of Ulreung,NULL,NULL,NULL
306020,Seoul-wonson,Synonym of Ch'uga-ryong,NULL,NULL,NULL
271010,Serangani,Synonym of Balut,NULL,NULL,NULL
271010,Serangano,Synonym of Balut,NULL,NULL,NULL
282043,Seranma,Dome of Kuchinoshima,NULL,NULL,NULL
265050,Serawerna,Synonym of Teon,NULL,NULL,NULL
241010,Kaikohe-Bay of Islands,Volcanic field,-35.3,173.9,388
300023,Serdtze Alaida,Dome of Kurile Lake,NULL,NULL,NULL
264270,"Sereh, Gunung",Synonym of Sirung,NULL,NULL,NULL
261120,Seret Berapi,Synonym of Sorikmarapi,NULL,NULL,NULL
257010,Seretmat,Synonym of Suretamatai,NULL,NULL,NULL
300240,Serga,Pyroclastic cone of Tolbachik,NULL,NULL,NULL
300640,Sergeeva,Shield volcano of Bely,NULL,NULL,NULL
225060,Sergein,Cone of Bayuda Volcanic Field,NULL,NULL,NULL
265070,Seroea,Synonym of Serua,NULL,NULL,NULL
300122,Serpovidny,Pyroclastic cone of Kostakan,NULL,NULL,NULL
382040,Serra Branca,Stratovolcano of Graciosa,NULL,NULL,NULL
382040,Serra das Fontes,Shield volcano of Graciosa,NULL,NULL,NULL
382050,Serra do Moriao,Synonym of Guilherme Moniz,NULL,NULL,NULL
211060,Serra Giannicola Grande,Pyroclastic cone of Etna,NULL,NULL,NULL
382081,Serra Gorda,Cone of Picos Volcanic System,NULL,NULL,NULL
211060,"Serra Pizzuta Calvarina, Monte",Pyroclastic cone of Etna,NULL,NULL,NULL
211060,"Serra Pizzuta, Monte",Pyroclastic cone of Etna,NULL,NULL,NULL
382050,Serreta Ridge,Submarine crater of Terceira,NULL,NULL,NULL
261080,Sinabung,Stratovolcano,3.17,98.392,2460
233020,"Sery, Cratere","Crater of Fournaise, Piton de la",NULL,NULL,NULL
255070,Sesarga,Synonym of Savo,NULL,NULL,NULL
253031,Sesegara Hills,Synonym of Sessagara,NULL,NULL,NULL
252071,Lolo,Stratovolcano,-5.466,150.509,796
283120,Sesshogawara,Thermal of Kusatsu-Shiranesan,NULL,NULL,NULL
283150,Sessho-ishi,Thermal of Nasudake,NULL,NULL,NULL
283150,Sessyo-isi,Synonym of Sessho-ishi,NULL,NULL,NULL
300170,Sestrenka,Dome of Uzon,NULL,NULL,NULL
371020,Reykjanes,Crater rows,63.85,-22.566,140
284020,Seto-yama,Dome of Niijima,NULL,NULL,NULL
263260,Setupa,Crater of Lawu,NULL,NULL,NULL
244030,Seuga,Cone of Upolu,NULL,NULL,NULL
233012,Nosy-Be,Pyroclastic cone(s),-13.32,48.48,214
261020,Seulawaih Agam,Synonym of Seulawah Agam,NULL,NULL,NULL
261020,Seulawain Agam,Synonym of Seulawah Agam,NULL,NULL,NULL
290300,Severgin,Cone of Kharimkotan,NULL,NULL,NULL
290300,Severgina,Synonym of Kharimkotan,NULL,NULL,NULL
300020,Severno-Koshelevskie,Synonym of Verkhne-Koshelevskie,NULL,NULL,NULL
221190,Fentale,Stratovolcano,8.975,39.93,2007
300273,Severny Cherpuk,Cone of Cherpuk Group,NULL,NULL,NULL
300210,Severny Gamchen,Stratovolcano of Gamchen,NULL,NULL,NULL
214070,Sevkatar Lerr,Pyroclastic cone of Ghegham Volcanic Ridge,NULL,NULL,NULL
371060,Seydisholar,Crater Row of Grimsnes,NULL,NULL,NULL
300050,Sfinks,Dome of Ksudach,NULL,NULL,NULL
223020,Shabubembe,Crater of Nyamuragira,NULL,NULL,NULL
243102,Shachi,Synonym of Curacoa,NULL,NULL,NULL
259010,"Shadwell, Mount",Cone of Newer Volcanics Province,NULL,NULL,NULL
223030,Shaheru,Stratovolcano of Nyiragongo,NULL,NULL,NULL
222130,Shaitani,Cone of Chyulu Hills,NULL,NULL,NULL
283120,Shakunage Hot Springs,Hot Spring of Kusatsu-Shiranesan,NULL,NULL,NULL
221280,Shala,Synonym of O'a Caldera,NULL,NULL,NULL
221280,Shalla,Synonym of O'a Caldera,NULL,NULL,NULL
231071,"Shalman, Jabal","Dome of Kishb, Harrat",NULL,NULL,NULL
320170,Sham Hill,Cone of Bridge River Cones,NULL,NULL,NULL
281032,Shamao,Dome of Tatun Volcanic Group,NULL,NULL,NULL
390110,Shamrock Hill,Cone of Hodson,NULL,NULL,NULL
223020,Shamuhiro,Cone of Nyamuragira,NULL,NULL,NULL
357070,Shangri-La,"Dome of Chillan, Nevados de",NULL,NULL,NULL
264240,Ililabalekan,Stratovolcano,-8.55,123.38,1018
221021,Shark Island,Cone of Zukur,NULL,NULL,NULL
273010,Sharp Peak,Stratovolcano of Bulusan,NULL,NULL,NULL
322160,Sharp Peak,Dome of Crater Lake,NULL,NULL,NULL
283120,Kusatsu-Shiranesan,Stratovolcano(es),36.618,138.528,2165
323010,Shasta Butte,Synonym of Shasta,NULL,NULL,NULL
323010,Shastina,Dome of Shasta,NULL,NULL,NULL
303010,Shavaryn-Tsaram,Cone of Taryatu-Chulutu,NULL,NULL,NULL
300230,Shchapinskaya,Synonym of Kizimen,NULL,NULL,NULL
324020,Sheep Trail Butte,Pyroclastic cone of Craters of the Moon,NULL,NULL,NULL
281032,She-huang-ping,Thermal of Tatun Volcanic Group,NULL,NULL,NULL
275110,Shejiushan,Synonym of Maanshan,NULL,NULL,NULL
315040,Shell Mountain,Stratovolcano of Edgecumbe,NULL,NULL,NULL
300040,Sheltowskij,Synonym of Zheltovsky,NULL,NULL,NULL
304030,Shenglidaban,Pyroclastic cone of Kunlun Volcanic Group,NULL,NULL,NULL
390028,Shepherd Dome,Cone of Hudson Mountains,NULL,NULL,NULL
322090,Sheridan Mountain,Shield volcano of Bachelor,NULL,NULL,NULL
214020,Sherkhota,Synonym of Shevardeni,NULL,NULL,NULL
321010,Sherman Crater,Crater of Baker,NULL,NULL,NULL
300270,Sherokhovataya,Dome of Sheveluch,NULL,NULL,NULL
275110,She-Toe-shan,Synonym of Maanshan,NULL,NULL,NULL
214020,Shevardeni,Dome of Kazbek,NULL,NULL,NULL
268030,Ibu,Stratovolcano,1.488,127.63,1325
282130,Shibaseki,Thermal of Yufu-Tsurumi,NULL,NULL,NULL
282130,Shibuno-yu,Thermal of Yufu-Tsurumi,NULL,NULL,NULL
283030,Shichiho-yama,Synonym of Fujisan,NULL,NULL,NULL
390015,Shield Nunatak,Pyroclastic cone of Melbourne,NULL,NULL,NULL
222130,Chyulu Hills,Volcanic field,-2.68,37.88,2188
283121,Shiga-Kogen,Synonym of Shiga,NULL,NULL,NULL
305050,Shihailongwan,Maar of Longgang Group,NULL,NULL,NULL
305011,Shihaopendi,Crater - Cone of Arxan-Chaihe,NULL,NULL,NULL
305050,Shih-Men-Tzu-shan,Synonym of Shimenzishan,NULL,NULL,NULL
285034,Shihorei,Pyroclastic cone of Kuttara,NULL,NULL,NULL
283030,Shikanokashira,Cone of Fujisan,NULL,NULL,NULL
284020,Shikine-jima,Dome of Niijima,NULL,NULL,NULL
283030,Shikinonaru-yama,Synonym of Fujisan,NULL,NULL,NULL
351040,Machin,Stratovolcano,4.487,-75.389,2749
285040,Shikotsu,Caldera of Shikotsu,NULL,NULL,NULL
303040,Shilin-Bogdo,Cone of Dariganga Volcanic Field,NULL,NULL,NULL
